0	0.370279	2.14748e+09	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.27365	2.14748e+09	2.14748e+09	
0.370279	0	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	
2.14748e+09	2.14748e+09	0	0.370279	2.14748e+09	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	2.14748e+09	2.14748e+09	
1.33546	2.14748e+09	0.370279	0	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.27365	
2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	0	0.370279	1.33546	2.14748e+09	1.27365	2.14748e+09	2.14748e+09	2.14748e+09	
2.14748e+09	2.14748e+09	1.33546	2.14748e+09	0.370279	0	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	2.14748e+09	
2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	2.14748e+09	0	0.370279	2.14748e+09	2.14748e+09	1.27365	2.14748e+09	
2.14748e+09	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	0.370279	0	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	
2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.27365	2.14748e+09	2.14748e+09	1.33546	0	0.370279	2.14748e+09	2.14748e+09	
1.27365	2.14748e+09	1.33546	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	0.370279	0	2.14748e+09	2.14748e+09	
2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	1.33546	1.27365	2.14748e+09	2.14748e+09	2.14748e+09	0	0.370279	
2.14748e+09	1.33546	2.14748e+09	1.27365	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	2.14748e+09	0.370279	0	
