0	0.370279	1.70574	1.33546	2.91759	3.04121	2.07602	1.70574	1.64393	1.27365	2.07602	1.70574	
0.370279	0	2.07602	1.70574	3.04121	3.04121	1.70574	1.33546	2.01421	1.64393	1.70574	1.33546	
1.70574	2.07602	0	0.370279	1.70574	1.33546	3.04121	3.04121	1.70574	1.33546	2.01421	1.64393	
1.33546	1.70574	0.370279	0	2.07602	1.70574	2.91759	3.04121	2.07602	1.70574	1.64393	1.27365	
2.91759	3.04121	1.70574	2.07602	0	0.370279	1.33546	1.70574	1.27365	1.64393	1.70574	2.07602	
3.04121	3.04121	1.33546	1.70574	0.370279	0	1.70574	2.07602	1.64393	2.01421	1.33546	1.70574	
2.07602	1.70574	3.04121	2.91759	1.33546	1.70574	0	0.370279	1.70574	2.07602	1.27365	1.64393	
1.70574	1.33546	3.04121	3.04121	1.70574	2.07602	0.370279	0	1.33546	1.70574	1.64393	2.01421	
1.64393	2.01421	1.70574	2.07602	1.27365	1.64393	1.70574	1.33546	0	0.370279	2.9794	3.34968	
1.27365	1.64393	1.33546	1.70574	1.64393	2.01421	2.07602	1.70574	0.370279	0	3.34968	2.9794	
2.07602	1.70574	2.01421	1.64393	1.70574	1.33546	1.27365	1.64393	2.9794	3.34968	0	0.370279	
1.70574	1.33546	1.64393	1.27365	2.07602	1.70574	1.64393	2.01421	3.34968	2.9794	0.370279	0	
